PitchNo,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,PitchCall,KorBB,HitType,PlayResult,OutsOnPlay,RunsScored,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,HomeTeamForeignID,AwayTeamForeignID
211,3,7,"Rock, Joe",697812,Left,TB,"Teel, Kyle",691019,Left,CWS,6,Bottom,1,2,2,Sinker,FoulBall,Undefined,Undefined,Undefined,0,0,92.91315935,-0.98245926,3.747759423,2166.148674,125.883978,10:15,5.825827235,-1.946547136,7.139911866,-24.31638524,7.461581688,-20.68197136,2.909115877,-0.267173356,84.88902275,-5.581164694,-0.175367933,0.405727613,73.78511536,-31.06646503,165.9783739,7409.319496,,,,4.456263389,3.978596538,162.4514538,0,12.40222241,4.381473537,1.735953036,50.00162126,5.757069483,-8.207732423,-135.054945,-3.071463921,22.88550782,29.69505153,-24.08544126,CWS,TB,Rate Field,Major League Baseball,AL,145,139
212,3,8,"Rock, Joe",697812,Left,TB,"Teel, Kyle",691019,Left,CWS,6,Bottom,1,2,2,Slider,FoulBall,Undefined,Undefined,Undefined,0,0,85.56606343,-0.559969144,2.589006874,2493.524319,284.1150833,3:30,5.746131143,-2.191925802,6.690722386,-39.59508026,-2.569370671,3.425112978,1.934575721,0.4626374,79.56997846,-7.976737354,3.2345909,0.437948665,49.4607423,-87.11768138,-12.14202202,5595.682477,,,,1.614742596,1.611373273,-18.06716656,0,-1.227198116,-1.264369075,2.018188558,50.00275082,5.690216411,-5.732961944,-124.609449,-2.356851278,-1.946710633,22.77306511,-34.17848241,CWS,TB,Rate Field,Major League Baseball,AL,145,139
213,3,9,"Rock, Joe",697812,Left,TB,"Teel, Kyle",691019,Left,CWS,6,Bottom,1,2,2,Slider,InPlay,Undefined,GroundBall,Out,1,0,86.47516469,-0.962702297,2.985931932,2554.162684,310.6375587,4:15,5.74050233,-2.217503592,6.742824989,-39.89686918,-3.83289275,2.251970091,1.536386895,0.700366464,80.98143062,-8.400885267,3.408921072,0.432223441,72.77182302,-35.32720762,21.90717992,3822.051764,,,,2.262617265,2.123115149,-1.538911794,0,-0.539857138,-1.862314845,2.020629811,50.00329882,5.658470299,-6.634581067,-125.9320441,-3.283451562,-0.881284167,21.63167952,-35.2168157,CWS,TB,Rate Field,Major League Baseball,AL,145,139
214,4,1,"Baker, Bryan",641329,Right,TB,"Sosa, Lenyn",672820,Right,CWS,6,Bottom,2,0,0,Slider,InPlay,Undefined,FlyBall,Out,1,0,87.68025871,-2.887191173,-0.432688978,2351.155813,160.0599895,11:15,6.82832993,0.926695593,6.38988688,-28.77563508,6.751994215,-6.820689845,1.77278776,-0.039642777,80.88408139,-8.286432093,-1.726100883,0.428997366,85.31456784,39.02589271,18.04451584,3191.079408,102.5193348,72.58109039,40.00067581,301.0077959,295.7261129,31.53787698,5,3.621529549,4.494567933,-0.89248073,50.00486919,6.607730334,1.16304272,-127.5957306,-7.276699919,5.981633992,25.85699036,-24.75477731,CWS,TB,Rate Field,Major League Baseball,AL,145,139
215,1,1,"Leasure, Jordan",673929,Right,CWS,"Díaz, Yandy",650490,Right,TB,7,Top,0,0,0,Fastball,InPlay,Undefined,FlyBall,Out,1,0,95.69916303,-2.842501977,-0.679585909,2455.999996,197.5236174,12:30,6.067914245,0.770392191,6.898901695,-9.678846416,20.2801725,5.044821619,2.670374869,0.5717664,87.19603583,-4.674874962,0.279793437,0.393944739,87.14646953,31.69559457,19.26983307,2471.529694,101.66069,58.81473315,43.25331916,302.254053,296.484453,32.29570539,4.6,-2.964832275,11.95637615,-0.730070998,50.00566838,5.884920046,1.491061221,-139.2208681,-7.220558184,-5.800664271,32.27775316,-8.789375934,CWS,TB,Rate Field,Major League Baseball,AL,145,139
216,2,1,"Leasure, Jordan",673929,Right,CWS,"Lowe, Brandon",664040,Left,TB,7,Top,1,0,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,95.82383606,-3.756690743,-2.483822408,2487.025823,198.1026746,12:30,5.986683906,0.950982356,7.053729812,-8.459645462,21.38986973,6.549270556,1.865562381,-0.760273801,87.69065926,-5.346043313,-1.242831263,0.393224123,,,,,,,,,,,,-4.2696558,12.77665311,-0.804515167,50.00041409,5.756346988,5.829153803,-139.1979066,-9.417112261,-8.392535879,30.73176596,-7.056333759,CWS,TB,Rate Field,Major League Baseball,AL,145,139
217,2,2,"Leasure, Jordan",673929,Right,CWS,"Lowe, Brandon",664040,Left,TB,7,Top,1,1,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,95.59162062,-2.978108514,-0.324392877,2467.60651,195.7929696,12:30,5.989788495,0.924009539,7.092893243,-7.054608407,23.06713315,8.072820363,2.697187581,1.302266232,86.78667835,-4.315648613,1.21332265,0.395013147,,,,,,,,,,,,-4.532293106,13.56420779,-0.908398414,50.00312819,5.809494998,0.531706729,-139.0259651,-7.456110827,-8.810711108,33.19299335,-5.808487067,CWS,TB,Rate Field,Major League Baseball,AL,145,139
218,2,3,"Leasure, Jordan",673929,Right,CWS,"Lowe, Brandon",664040,Left,TB,7,Top,1,2,0,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,87.29956764,-0.539909175,-0.363342606,2518.953185,140.3453653,10:45,5.994252129,0.855203285,6.719452588,-29.21560687,6.067349903,-7.388595879,3.066263672,-0.092562972,81.34161772,-6.017772544,-1.754485203,0.427517599,,,,,,,,,,,,3.953464707,3.441026296,-0.827748559,50.00314832,5.944816064,1.025514863,-127.3157995,-2.06228434,6.597518273,22.08819009,-26.43310307,CWS,TB,Rate Field,Major League Baseball,AL,145,139
219,2,4,"Leasure, Jordan",673929,Right,CWS,"Lowe, Brandon",664040,Left,TB,7,Top,1,2,1,Fastball,FoulBall,Undefined,Undefined,Undefined,0,0,95.80235963,-2.309021629,-1.086772582,2494.351433,193.9850444,12:30,5.968511709,0.974535638,7.036532439,-10.07591388,19.9838837,3.0984019,3.030299555,0.245341754,86.70727254,-4.224687367,-0.495681643,0.394606775,76.55672329,65.55301808,-147.1538955,7410.480442,-95.39177439,103.5450765,-55.42992187,188.3234522,150.2198638,-149.5181085,4.8,-2.038491835,11.70141346,-0.910251584,50.00042337,5.824266494,2.545579104,-139.3557384,-5.9386736,-3.967622309,34.33896845,-9.395077784,CWS,TB,Rate Field,Major League Baseball,AL,145,139
220,2,5,"Leasure, Jordan",673929,Right,CWS,"Lowe, Brandon",664040,Left,TB,7,Top,1,2,2,Fastball,FoulBall,Undefined,Undefined,Undefined,0,0,96.46600187,-2.816777621,-2.408332557,2378.996938,194.7348617,12:30,5.978480398,0.808529222,7.050064297,-10.29425244,19.08627729,4.736615778,2.560622039,-0.985269957,88.3470966,-4.755672638,-1.511143414,0.390122791,82.87724926,74.35771867,119.599057,6694.529158,-89.73982237,82.77715588,63.79078066,128.790138,111.8747962,142.7415977,6,-3.249150289,11.24252414,-0.665780018,50.00417101,5.804083111,5.747338603,-140.2760207,-7.238216944,-6.492206106,31.02343499,-9.714629634,CWS,TB,Rate Field,Major League Baseball,AL,145,139
221,2,6,"Leasure, Jordan",673929,Right,CWS,"Lowe, Brandon",664040,Left,TB,7,Top,1,2,2,Fastball,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,96.87459552,-1.467591856,-1.611207257,2316.161173,202.8004085,12:45,5.929059167,0.963048094,7.014811874,-10.67135716,18.56513898,6.876936606,3.705925777,0.071457385,88.08478084,-3.493524447,-0.302969606,0.389165357,,,,,,,,,,,,-4.246477374,10.62732185,-0.868244439,50.00289895,5.834927294,3.744981114,-141.0013239,-3.956812306,-8.509961684,33.48402653,-10.87812235,CWS,TB,Rate Field,Major League Baseball,AL,145,139
222,3,1,"Leasure, Jordan",673929,Right,CWS,"Caminero, Junior",691406,Right,TB,7,Top,2,0,0,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,87.65045044,-1.450215033,-1.81677796,2360.909936,133.0271845,10:30,5.977187133,0.914733966,6.781668576,-31.0232528,4.076683852,-5.241448083,2.067968458,-1.181017688,81.76138227,-7.249444036,-2.803078133,0.426407346,,,,,,,,,,,,2.437959332,2.57445717,-0.79441619,50.00311633,5.868448202,4.206230323,-127.7189372,-4.15256962,4.088009622,22.58974184,-27.85764236,CWS,TB,Rate Field,Major League Baseball,AL,145,139
223,3,2,"Leasure, Jordan",673929,Right,CWS,"Caminero, Junior",691406,Right,TB,7,Top,2,1,0,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,88.12921823,-2.022693467,-1.30126828,2351.001267,136.1250833,10:30,5.945746743,0.854274996,6.86052829,-32.6353927,2.245914025,-4.954418615,1.381937065,-0.744848629,81.95126332,-8.128046477,-2.23647985,0.425077272,,,,,,,,,,,,2.387491348,1.733437651,-0.769293048,50.00047874,5.801908132,3.062641912,-128.3683652,-5.501032306,4.022490765,24.10193094,-29.24582851,CWS,TB,Rate Field,Major League Baseball,AL,145,139
224,3,3,"Leasure, Jordan",673929,Right,CWS,"Caminero, Junior",691406,Right,TB,7,Top,2,2,0,Slider,InPlay,Undefined,GroundBall,Out,1,0,88.32692608,-1.807260921,-1.310878137,2277.967031,152.0643282,11:00,5.934721143,0.882431013,6.863046697,-31.84007312,2.764469705,-5.434375305,1.633880982,-0.765368012,82.36069214,-7.757988559,-2.334666259,0.423387537,74.34589041,-6.536281284,10.90224635,775.2306276,,,,16.42444739,16.20353304,11.57653946,0.1,2.65814205,1.946951838,-0.796761784,50.00459313,5.805143582,3.106956833,-128.7017801,-5.010213531,4.519640219,23.28154637,-28.86368931,CWS,TB,Rate Field,Major League Baseball,AL,145,139
225,1,1,"Sulser, Cole",642121,Right,TB,"Montgomery, Colson",695657,Left,CWS,7,Bottom,0,0,0,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,92.78560299,-3.253572306,-3.025540121,2444.342371,215.70844,1:15,5.833254357,1.555424228,6.839599657,-12.83018302,19.08132921,11.29501029,1.794282374,-0.264747517,84.72967059,-5.669918643,-0.882772946,0.406579244,,,,,,,,,,,,-7.048145792,11.41359127,-1.367350937,50.00286896,5.619111297,6.775202418,-134.7720972,-8.065950608,-12.95180291,29.58653968,-11.20079938,CWS,TB,Rate Field,Major League Baseball,AL,145,139
226,1,2,"Sulser, Cole",642121,Right,TB,"Montgomery, Colson",695657,Left,CWS,7,Bottom,0,0,1,ChangeUp,StrikeSwinging,Undefined,Undefined,Undefined,0,0,83.51505348,-1.987759473,-2.670714644,1667.405557,234.0889546,1:45,5.852689152,1.779458801,6.825433704,-35.39858221,3.682575832,11.40485126,1.089315613,0.292135717,77.28065697,-8.624377968,-0.512484217,0.449940642,,,,,,,,,,,,-6.953854512,2.554454434,-1.613507212,50.00269227,5.70858402,5.349555826,-121.5111222,-5.209747312,-10.44957457,22.72123249,-28.33283929,CWS,TB,Rate Field,Major League Baseball,AL,145,139
227,1,3,"Sulser, Cole",642121,Right,TB,"Montgomery, Colson",695657,Left,CWS,7,Bottom,0,0,2,Fastball,FoulBall,Undefined,Undefined,Undefined,0,0,93.77253943,-1.141544295,-2.411814296,2445.357943,218.9726666,1:15,5.794452304,1.56462421,6.663017682,-14.3284008,16.98742271,10.96183635,3.555914419,0.270195885,85.01181087,-3.865483888,-0.323935966,0.402766582,75.80335485,57.70062093,-91.82163832,5856.439307,-29.4478692,101.3534359,-106.1545955,206.3800758,160.9915989,-109.8428545,4.9,-6.751584349,9.684417636,-1.408134434,50.0002504,5.711259169,5.405298682,-136.409996,-3.164814094,-12.62055866,32.24095786,-14.06641493,CWS,TB,Rate Field,Major League Baseball,AL,145,139
228,1,4,"Sulser, Cole",642121,Right,TB,"Montgomery, Colson",695657,Left,CWS,7,Bottom,0,0,2,ChangeUp,BallCalled,Undefined,Undefined,Undefined,0,0,84.31963634,-3.305124893,-2.533017994,1746.416573,233.6345899,1:45,5.76095147,1.811919423,6.759542989,-34.55769593,3.753160648,12.45579509,-0.1403566,0.535129333,78.40496596,-9.746292958,-0.178773696,0.445484341,,,,,,,,,,,,-7.468146982,2.921092366,-1.652407856,50.00245369,5.528655184,5.071352699,-122.5869179,-8.060952555,-11.45457189,22.46713123,-27.6932252,CWS,TB,Rate Field,Major League Baseball,AL,145,139
229,1,5,"Sulser, Cole",642121,Right,TB,"Montgomery, Colson",695657,Left,CWS,7,Bottom,0,1,2,ChangeUp,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,84.22537767,-1.598589758,-2.031061266,1564.188922,230.315888,1:45,5.819351001,1.753475478,6.702667993,-34.20473105,4.184809553,11.69893651,1.507170983,0.870665066,77.82649687,-8.025375774,0.184452038,0.445941581,,,,,,,,,,,,-6.949101985,2.726420393,-1.624491042,50.0056636,5.697444238,4.01925185,-122.6228567,-4.387089521,-10.62972937,23.27175421,-28.00790891,CWS,TB,Rate Field,Major League Baseball,AL,145,139
230,2,1,"Sulser, Cole",642121,Right,TB,"Quero, Edgar",700337,Left,CWS,7,Bottom,1,0,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,93.63648439,-1.171668758,-1.795115867,2417.346637,213.8740828,1:15,5.84580496,1.504562641,6.654984481,-13.54724446,17.89107168,11.84927039,3.644609202,0.848805541,84.74659258,-3.750453753,0.465003847,0.403553529,,,,,,,,,,,,-7.066326593,10.20224472,-1.389673665,50.00364965,5.760912563,3.903585086,-136.2475398,-3.20682828,-13.15247705,32.7407918,-13.18797261,CWS,TB,Rate Field,Major League Baseball,AL,145,139
231,2,2,"Sulser, Cole",642121,Right,TB,"Quero, Edgar",700337,Left,CWS,7,Bottom,1,1,0,Fastball,StrikeSwinging,Undefined,Undefined,Undefined,0,0,93.34304062,-1.590850811,-2.955106589,2324.139429,212.6154245,1:00,5.833559455,1.68306485,6.875283989,-11.87046295,19.5956275,10.71846322,3.394445598,-0.118992513,85.07998858,-3.838081432,-0.921185619,0.40373175,,,,,,,,,,,,-6.715542263,11.21685137,-1.501233184,50.0063755,5.727457723,6.675252037,-135.7526086,-4.142854097,-12.51684347,30.1693726,-11.27471392,CWS,TB,Rate Field,Major League Baseball,AL,145,139
232,2,3,"Sulser, Cole",642121,Right,TB,"Quero, Edgar",700337,Left,CWS,7,Bottom,1,1,1,Cutter,FoulBall,Undefined,Undefined,Undefined,0,0,88.38613458,-0.947331945,-1.819133518,2332.307829,176.6797951,12:00,5.687183933,2.002070385,6.673148723,-27.09124474,7.722433598,-2.233138818,2.563003433,0.151371591,81.47148481,-6.050336473,-2.241502715,0.424664999,,,,,,,,,,,,0.744687222,4.481307677,-1.879528006,50.00161725,5.61115356,4.154741499,-128.7344793,-2.931116399,1.254863148,25.46701935,-24.61088761,CWS,TB,Rate Field,Major League Baseball,AL,145,139
233,2,4,"Sulser, Cole",642121,Right,TB,"Quero, Edgar",700337,Left,CWS,7,Bottom,1,1,2,ChangeUp,FoulBall,Undefined,Undefined,Undefined,0,0,84.2031495,-1.166417433,-2.030895443,1767.064138,231.6985891,1:45,5.810985738,1.807577487,6.64589463,-36.09991884,2.28321771,14.42109836,1.735065221,1.14981003,77.84506192,-7.951278299,0.699735909,0.445904384,73.25553336,16.18324667,-160.9838698,7325.723492,,,,142.672874,33.37364984,-159.8056809,1.6,-8.438890524,1.560545963,-1.677759107,50.00164532,5.71549872,3.941709615,-122.6160443,-3.515024631,-12.90987517,23.1621701,-29.781342,CWS,TB,Rate Field,Major League Baseball,AL,145,139
234,2,5,"Sulser, Cole",642121,Right,TB,"Quero, Edgar",700337,Left,CWS,7,Bottom,1,1,2,ChangeUp,BallCalled,Undefined,Undefined,Undefined,0,0,85.54427366,-3.946671509,-3.600835195,1673.188094,233.2205053,1:45,5.74944777,1.615355875,6.970436029,-35.67227027,1.614147302,14.89336568,-0.818300768,-0.423245902,79.75957313,-10.56289713,-0.79133543,0.439487817,,,,,,,,,,,,-9.051327703,1.920752294,-1.400441754,50.00457817,5.489258793,7.387451414,-124.1700368,-9.602704882,-14.27320034,22.60100243,-29.14478724,CWS,TB,Rate Field,Major League Baseball,AL,145,139
235,2,6,"Sulser, Cole",642121,Right,TB,"Quero, Edgar",700337,Left,CWS,7,Bottom,1,2,2,ChangeUp,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,84.89811281,-2.043453695,-2.756080483,1685.463331,242.8425144,2:00,5.833082955,1.843709023,6.71351081,-38.26319587,-0.031652999,16.44568128,0.776030744,0.693013486,77.8048249,-9.250298256,0.375033892,0.445022966,,,,,,,,,,,,-9.860264331,0.608204469,-1.669216896,50.00304013,5.68016325,5.479464241,-123.4189558,-5.482657641,-15.10193026,26.21605967,-31.24228534,CWS,TB,Rate Field,Major League Baseball,AL,145,139
236,3,1,"Sulser, Cole",642121,Right,TB,"Vargas, Miguel",678246,Right,CWS,7,Bottom,2,0,0,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,94.36031888,-1.808333296,-3.361139941,2393.671582,214.2387129,1:15,5.828425136,1.424585347,6.828218441,-11.62805291,19.52229257,10.07119017,3.209715996,-0.805179812,85.04589928,-4.019834837,-1.439891594,0.40170103,,,,,,,,,,,,-6.609948965,11.33521938,-1.213590597,50.00020469,5.706967603,7.737152076,-137.0631048,-4.694643022,-12.40557741,34.1059923,-10.89580495,CWS,TB,Rate Field,Major League Baseball,AL,145,139
237,3,2,"Sulser, Cole",642121,Right,TB,"Vargas, Miguel",678246,Right,CWS,7,Bottom,2,0,1,Cutter,BallCalled,Undefined,Undefined,Undefined,0,0,88.53256743,-0.18837965,-2.596318514,2420.949755,175.4051401,11:45,5.770173074,1.811168635,6.688070781,-27.02018428,7.66751979,-4.660173294,3.346297082,-0.953105527,81.64661909,-5.277618637,-3.475851997,0.423895971,,,,,,,,,,,,1.878122486,4.248614619,-1.636238623,50.00256145,5.7449221,5.983525732,-128.9071524,-1.225434181,3.178589852,25.22406767,-24.97715162,CWS,TB,Rate Field,Major League Baseball,AL,145,139
238,3,3,"Sulser, Cole",642121,Right,TB,"Vargas, Miguel",678246,Right,CWS,7,Bottom,2,1,1,ChangeUp,BallCalled,Undefined,Undefined,Undefined,0,0,85.35235607,-1.675773957,-2.346290187,1709.040638,236.8092611,2:00,5.818539239,1.741191287,6.602474268,-36.53835058,0.984747204,14.82817656,1.238282702,0.826434121,78.68780557,-8.545191001,0.466561206,0.440880463,,,,,,,,,,,,-8.780747768,1.008483482,-1.588544275,50.0020655,5.687325848,4.667408248,-124.2047362,-4.675463448,-13.72713065,24.72587163,-30.59261939,CWS,TB,Rate Field,Major League Baseball,AL,145,139
239,3,4,"Sulser, Cole",642121,Right,TB,"Vargas, Miguel",678246,Right,CWS,7,Bottom,2,2,1,ChangeUp,BallCalled,Undefined,Undefined,Undefined,0,0,84.0556654,-1.978071652,-3.676615413,1660.797265,242.4021065,2:00,5.846316454,1.668766741,6.632291921,-37.48825026,1.354832509,16.30079148,0.910794883,-0.343336797,77.38834391,-9.018357492,-0.585968322,0.44856807,,,,,,,,,,,,-9.972755311,1.322462833,-1.428089634,50.00336151,5.695036684,7.392863841,-122.137798,-5.273094871,-15.05742985,24.21181339,-30.17679911,CWS,TB,Rate Field,Major League Baseball,AL,145,139
240,3,5,"Sulser, Cole",642121,Right,TB,"Vargas, Miguel",678246,Right,CWS,7,Bottom,2,3,1,Fastball,FoulBall,Undefined,Undefined,Undefined,0,0,93.58920292,-1.952101075,-3.101601562,2393.073513,216.5142353,1:15,5.842013198,1.602346213,6.764728305,-12.57516198,18.93036142,9.962828745,3.010957351,-0.40237715,84.810129,-4.337480369,-1.205288979,0.403984647,,,,,,,,,,,,-6.411890934,11.01398631,-1.404839884,50.00519717,5.70888519,7.061697268,-136.0102406,-5.030521697,-11.91535573,32.12757196,-11.71290081,CWS,TB,Rate Field,Major League Baseball,AL,145,139
241,3,6,"Sulser, Cole",642121,Right,TB,"Vargas, Miguel",678246,Right,CWS,7,Bottom,2,3,2,Fastball,FoulBall,Strikeout,Undefined,Undefined,0,0,93.15090411,-1.860736856,-2.888071681,2348.926456,214.248112,1:15,5.874754363,1.54111445,6.660814231,-14.3359744,17.33554961,9.983496029,2.977090348,-0.271580032,84.78337243,-4.575366462,-0.991135198,0.405047534,,,,,,,,,,,,-6.318957391,10.07326385,-1.352268883,50.00347166,5.743300677,6.524281632,-135.4410556,-4.84800363,-11.69228926,30.71663211,-13.53722542,CWS,TB,Rate Field,Major League Baseball,AL,145,139
242,1,1,"Ellard, Fraser",686642,Left,CWS,"Lowe, Josh",666139,Left,TB,8,Top,0,0,0,Fastball,FoulBall,Undefined,Undefined,Undefined,0,0,93.09306613,-1.526690809,3.073221044,2511.277885,131.7744785,10:30,5.75806004,-2.875705816,6.175579857,-21.58969501,10.15485435,-8.469899666,2.548807464,-0.740894,84.78322217,-5.614385757,1.46363622,0.405514226,93.85831526,-26.90176087,75.1372805,4004.02866,,,,6.065496378,5.791949432,66.57604988,0,5.553673187,6.040892607,2.647738094,50.00464438,5.632684733,-7.005451867,-135.347381,-4.277697244,10.24986138,31.02205398,-21.02928983,CWS,TB,Rate Field,Major League Baseball,AL,145,139
243,1,2,"Ellard, Fraser",686642,Left,CWS,"Lowe, Josh",666139,Left,TB,8,Top,0,0,1,Sinker,FoulBall,Undefined,Undefined,Undefined,0,0,94.43577413,-1.040930559,4.409967892,2244.721679,123.1863343,10:00,5.743648437,-2.932319561,6.16184475,-28.29669524,2.522445882,-14.79207258,2.424020984,-0.083520944,86.35017436,-6.383885868,1.608310961,0.399559791,89.9463068,34.28716479,-44.43834275,3077.609441,68.42454238,64.63829497,-86.38164553,292.2172337,262.3433633,-63.53222624,4.6,9.357821833,1.69822739,2.605122732,50.00561616,5.651448841,-10.11328038,-137.1508892,-3.385744961,17.80903522,30.68601961,-28.94583653,CWS,TB,Rate Field,Major League Baseball,AL,145,139
244,1,3,"Ellard, Fraser",686642,Left,CWS,"Lowe, Josh",666139,Left,TB,8,Top,0,0,2,Fastball,FoulBall,Undefined,Undefined,Undefined,0,0,93.66743236,-2.293308999,4.579072672,2487.469139,128.2269666,10:15,5.737177698,-2.790710911,6.189937133,-18.78179544,12.83423877,-12.33797328,2.053750254,0.417471985,84.84896003,-5.844202231,2.234256161,0.404692548,83.25862556,27.28131149,-38.12122576,2159.638282,82.20262617,40.98235787,-73.11821221,265.9954463,237.6008157,-50.43939356,3.6,8.186035964,7.803997631,2.451492411,50.00278983,5.555410942,-10.49935798,-135.8470327,-6.034733151,15.15353031,32.43569229,-17.72761383,CWS,TB,Rate Field,Major League Baseball,AL,145,139
245,1,4,"Ellard, Fraser",686642,Left,CWS,"Lowe, Josh",666139,Left,TB,8,Top,0,0,2,Slider,FoulBall,Undefined,Undefined,Undefined,0,0,85.51543096,0.38466448,2.914940564,2326.610599,309.2349805,4:15,5.772370211,-2.851183106,6.3502676,-44.33344704,-6.732624409,3.549051999,2.431952214,0.12968603,78.40095917,-7.988424574,3.588328227,0.441336844,70.53541576,-50.86320195,80.51284444,4987.102787,,,,2.509732202,2.404117803,47.27714421,0,-1.089876623,-3.814247017,2.638386871,50.003307,5.779461078,-6.434223056,-124.3859945,-0.420634901,-1.696948041,26.30305713,-38.11658429,CWS,TB,Rate Field,Major League Baseball,AL,145,139
246,1,5,"Ellard, Fraser",686642,Left,CWS,"Lowe, Josh",666139,Left,TB,8,Top,0,0,2,Slider,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,86.14492609,-0.473567389,4.215509389,2562.33873,308.4344629,4:15,5.702023873,-2.828826794,6.259798174,-38.8539674,-1.507653067,10.51306029,2.027586489,1.940783991,78.71355715,-7.795955486,6.206107214,0.439840672,,,,,,,,,,,,-4.467879907,-0.672307492,2.511627705,50.00318351,5.648810687,-9.517525365,-125.0795262,-2.13835836,-6.997747908,27.94319692,-33.22912536,CWS,TB,Rate Field,Major League Baseball,AL,145,139
247,2,1,"Ellard, Fraser",686642,Left,CWS,"Mangum, Jake",663968,Right,TB,8,Top,1,0,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,95.71879587,-3.232059456,4.917540142,2593.15324,134.6581242,10:30,5.723395467,-2.827019507,6.258653152,-15.67157505,14.57517066,-11.82298878,1.434363347,0.732760729,86.99932071,-6.175002052,2.676813761,0.395831944,,,,,,,,,,,,7.94508886,9.032153067,2.467730064,50.00101392,5.475773741,-11.55803367,-138.6778506,-8.351117394,15.38673218,32.66047593,-14.67839998,CWS,TB,Rate Field,Major League Baseball,AL,145,139
248,2,2,"Ellard, Fraser",686642,Left,CWS,"Mangum, Jake",663968,Right,TB,8,Top,1,1,0,Fastball,FoulBall,Undefined,Undefined,Undefined,0,0,95.3138175,-1.631173522,4.408931356,2582.361163,125.981262,10:15,5.727398674,-2.750762401,6.247186604,-16.57878215,13.73174703,-10.35413732,2.841221456,0.46017778,86.80993692,-4.762639982,2.447591892,0.396249083,69.64851468,52.23201187,139.1218471,7924.482959,-86.33288104,65.33162313,68.75775536,177.4823657,169.1805011,140.8242967,3.8,6.946330078,8.035400755,2.42802375,50.00394702,5.598288223,-10.34210648,-138.3795001,-4.474678872,13.43509322,31.69103882,-16.63582251,CWS,TB,Rate Field,Major League Baseball,AL,145,139
249,2,3,"Ellard, Fraser",686642,Left,CWS,"Mangum, Jake",663968,Right,TB,8,Top,1,1,1,Sinker,InPlay,Undefined,GroundBall,Single,0,0,94.51960318,-0.739903846,3.611149721,2529.657431,132.2353687,10:30,5.798269893,-2.830054267,6.243280513,-26.97293298,3.559498255,-12.88097528,2.86813255,-0.568728697,86.90078939,-5.825919038,1.175991851,0.3976969,50.86784493,-60.8596239,-3.291394221,4191.652929,,,,3.376991107,3.2603111,7.92474863,0,8.012417531,2.156548357,2.567713099,50.00345971,5.730503035,-8.26883935,-137.469502,-2.630355029,15.40986897,29.09874275,-28.02951903,CWS,TB,Rate Field,Major League Baseball,AL,145,139
250,3,1,"Ellard, Fraser",686642,Left,CWS,"Morel, Christopher",666624,Right,TB,8,Top,1,0,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,94.09364087,-0.972419812,2.548188495,2470.202244,134.1124097,10:30,5.782836474,-2.805528683,6.252548166,-16.46870874,14.24544646,-8.54989108,3.513727788,-1.16687124,86.46787577,-4.081194785,0.931428974,0.398878657,,,,,,,,,,,,5.345685519,8.063700948,2.620753596,50.00474498,5.702973141,-5.827107321,-136.9901759,-2.846179903,10.22464203,28.49594638,-16.75613247,CWS,TB,Rate Field,Major League Baseball,AL,145,139
251,3,2,"Ellard, Fraser",686642,Left,CWS,"Morel, Christopher",666624,Right,TB,8,Top,1,1,0,Sinker,InPlay,Undefined,GroundBall,Out,2,0,94.51332729,-1.329601342,4.665219401,2470.058456,133.7956728,10:30,5.789186178,-2.859055359,6.283297889,-27.43662298,3.429156626,-18.39950993,2.277308934,-0.083667627,86.1857478,-6.513649288,1.175716815,0.399862003,107.6602177,-5.089444612,-31.63606674,4534.335632,,,,24.06205255,22.66384364,-28.82790957,0.1,11.44987093,2.29679001,2.524014487,50.00527724,5.678271914,-10.61821546,-137.1793565,-4.052078391,21.74356386,31.41012817,-27.81693179,CWS,TB,Rate Field,Major League Baseball,AL,145,139
