PitchNo,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,PitchCall,KorBB,HitType,PlayResult,OutsOnPlay,RunsScored,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,HomeTeamForeignID,AwayTeamForeignID
169,4,4,"Rock, Joe",697812,Left,TB,"Benintendi, Andrew",643217,Left,CWS,5,Bottom,1,0,2,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,85.97674274,-1.490929627,3.578995057,2590.343962,299.0667349,4:00,5.654744315,-2.214647334,6.977937323,-42.14160155,-5.130460508,4.475814296,0.787211076,1.417365184,79.69782777,-9.368164049,4.423739556,0.437862496,,,,,,,,,,,,-1.47998185,-2.391271613,1.992403983,50.00185424,5.543504628,-7.946316251,-124.9956521,-4.466393756,-2.344808311,24.71802125,-35.96141093,CWS,TB,Rate Field,Major League Baseball,AL,145,139
170,4,5,"Rock, Joe",697812,Left,TB,"Benintendi, Andrew",643217,Left,CWS,5,Bottom,1,1,2,Fastball,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,94.69370831,-1.971421177,4.187772363,2270.051163,123.3272921,10:00,5.851452191,-1.962279962,7.019179532,-16.33041876,14.3267591,-12.24396777,2.698729591,0.82968326,86.38966232,-5.05265925,1.868615078,0.398508508,,,,,,,,,,,,7.898669875,8.449439545,1.713196992,50.00226454,5.723926411,-9.683317225,-137.5072279,-5.257596025,15.10770525,30.82976406,-16.01294614,CWS,TB,Rate Field,Major League Baseball,AL,145,139
171,5,1,"Rock, Joe",697812,Left,TB,"Meidroth, Chase",805367,Right,CWS,5,Bottom,2,0,0,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,94.18214212,-2.925225268,4.819161079,2295.373101,128.7007073,10:15,5.778004645,-2.163258291,6.980180812,-25.20667851,5.819748766,-17.28384792,1.015432632,0.789301988,86.39135292,-7.65056063,1.5504279,0.400901237,,,,,,,,,,,,10.80500949,4.063111308,1.874791478,50.0037848,5.586135057,-10.9729918,-136.5676761,-7.788467637,20.43362049,29.76457897,-24.49313539,CWS,TB,Rate Field,Major League Baseball,AL,145,139
172,5,2,"Rock, Joe",697812,Left,TB,"Meidroth, Chase",805367,Right,CWS,5,Bottom,2,1,0,Sinker,StrikeCalled,Undefined,Undefined,Undefined,0,0,94.58941546,-0.934429396,3.677149423,2423.742641,127.3207153,10:15,5.803950093,-2.14034136,6.908847841,-24.55702195,6.102643318,-17.79799436,2.906760574,-0.270262025,86.42092327,-5.57913324,0.301339946,0.398524675,,,,,,,,,,,,10.80008969,3.622212057,1.917972625,50.00295297,5.73395582,-8.277075626,-137.5034722,-3.019039274,20.65809872,30.81012103,-25.24384008,CWS,TB,Rate Field,Major League Baseball,AL,145,139
173,5,3,"Rock, Joe",697812,Left,TB,"Meidroth, Chase",805367,Right,CWS,5,Bottom,2,1,1,ChangeUp,BallCalled,Undefined,Undefined,Undefined,0,0,88.52949189,-2.022614525,4.574045794,1940.530727,121.2475927,10:00,5.661564744,-2.220919384,6.972523886,-33.23762281,1.8886051,-17.16901276,1.051818053,0.517491947,81.20024229,-8.27131937,1.321407589,0.426567014,,,,,,,,,,,,10.71661686,1.648585438,1.946803056,50.0023214,5.521404545,-9.774564118,-128.4824131,-5.526162972,17.88783717,27.01928472,-29.42144491,CWS,TB,Rate Field,Major League Baseball,AL,145,139
174,5,4,"Rock, Joe",697812,Left,TB,"Meidroth, Chase",805367,Right,CWS,5,Bottom,2,2,1,Sinker,StrikeCalled,Undefined,Undefined,Undefined,0,0,94.06307071,-1.561081689,4.953675992,2370.852969,128.0642648,10:15,5.825340291,-2.155667343,7.088863101,-24.87096112,6.306360426,-19.23298815,2.3361739,0.748497038,85.73606591,-6.257610155,1.308753898,0.401874928,,,,,,,,,,,,11.98201318,3.949658416,1.869206789,50.00519573,5.720889953,-11.22829605,-136.4590352,-4.505627176,22.52799355,30.92611035,-24.75350437,CWS,TB,Rate Field,Major League Baseball,AL,145,139
175,5,5,"Rock, Joe",697812,Left,TB,"Meidroth, Chase",805367,Right,CWS,5,Bottom,2,2,2,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,87.50884002,-2.853873277,3.790844542,2653.700817,300.8558257,4:00,5.637776442,-2.330204312,6.908175991,-38.50785846,-2.803407531,2.734817684,-0.171809403,1.354770466,81.41297511,-10.00975606,4.306102511,0.430063605,,,,,,,,,,,,-0.500866642,-0.74532121,2.091136891,50.00296059,5.440607525,-8.501702428,-127.1034867,-7.473165378,-0.823306624,24.76481363,-33.4005502,CWS,TB,Rate Field,Major League Baseball,AL,145,139
176,5,6,"Rock, Joe",697812,Left,TB,"Meidroth, Chase",805367,Right,CWS,5,Bottom,2,3,2,Sinker,InPlay,Undefined,GroundBall,Out,1,0,95.07982317,-2.770963004,4.353703652,2143.871636,126.8054631,10:15,5.836863358,-2.311429864,6.942216511,-25.25774692,4.985482811,-17.18999613,1.20870402,0.225919525,87.68994684,-7.49973758,1.108997319,0.395808937,104.692159,-24.00627026,-20.46027506,4111.431198,,,,2.570679987,2.387902562,-24.13512849,0,10.54479144,3.497127199,2.048582115,50.00036004,5.652485963,-9.962397481,-138.0255797,-7.499139209,20.47917327,28.79569185,-25.3786401,CWS,TB,Rate Field,Major League Baseball,AL,145,139
177,1,1,"Eisert, Brandon",685126,Left,CWS,"Mangum, Jake",663968,Right,TB,6,Top,0,0,0,Fastball,FoulBall,Undefined,Undefined,Undefined,0,0,89.18230503,0.022078235,5.240243758,1980.54701,128.3385144,10:15,5.233951736,-4.230050132,6.802369421,-20.51239405,13.9603972,-5.892579799,3.544838651,0.073894582,81.7080629,-3.848988268,4.130943339,0.422580776,72.18288747,30.91145238,162.4606173,1821.398663,-105.2429175,39.8077559,32.29718371,224.5129346,224.5129337,162.9489772,3.1,4.629435784,7.646269683,3.894224708,50.00604114,5.225807835,-11.69508998,-129.425092,-0.559639795,7.887400075,26.02212589,-19.15559957,CWS,TB,Rate Field,Major League Baseball,AL,145,139
178,1,2,"Eisert, Brandon",685126,Left,CWS,"Mangum, Jake",663968,Right,TB,6,Top,0,0,1,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,91.11640921,0.831444122,3.377354022,2001.659598,128.1154574,10:15,5.198322912,-4.057112584,6.963378252,-16.46761692,16.30065432,-9.102033988,4.582585446,-1.739586404,83.63618922,-2.283217522,1.659011043,0.412001006,,,,,,,,,,,,5.851776021,8.704490554,3.852846679,50.00384856,5.242041444,-7.545842216,-132.5707927,1.424276121,10.49383557,26.39213067,-16.56819535,CWS,TB,Rate Field,Major League Baseball,AL,145,139
179,1,3,"Eisert, Brandon",685126,Left,CWS,"Mangum, Jake",663968,Right,TB,6,Top,0,1,1,ChangeUp,InPlay,Undefined,GroundBall,Out,1,0,84.06065327,-0.096382864,5.042961009,1325.428676,118.7000462,10:00,4.935420257,-4.284736984,7.00174008,-36.5938592,1.791626411,-7.335873751,1.798735836,-0.300028899,78.21620662,-6.943258793,3.668445587,0.445918028,87.78094103,-37.81156525,-40.44792835,4865.574427,,,,3.231067262,3.099038872,-21.41784477,0,5.191873809,1.001148823,3.979593182,50.00156404,4.912460602,-10.56850686,-122.1171044,-1.241690421,7.964074699,20.56218395,-30.63413408,CWS,TB,Rate Field,Major League Baseball,AL,145,139
180,2,1,"Eisert, Brandon",685126,Left,CWS,"Palacios, Richie",680700,Left,TB,6,Top,1,0,0,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,86.70410511,-0.007468617,4.414482657,2126.293462,176.1071008,11:45,5.119387828,-3.97854383,7.086780888,-31.65730076,4.607301461,4.20129183,2.474955394,0.385704615,80.17247933,-5.949721204,5.203693744,0.433424015,,,,,,,,,,,,-1.16743942,2.522119284,3.713125294,50.00019686,5.104379095,-9.849890413,-126.0100776,-0.934937893,-1.88994534,23.80547481,-28.08311028,CWS,TB,Rate Field,Major League Baseball,AL,145,139
181,2,2,"Eisert, Brandon",685126,Left,CWS,"Palacios, Richie",680700,Left,TB,6,Top,1,0,1,Slider,StrikeSwinging,Undefined,Undefined,Undefined,0,0,83.79494806,-0.479226726,4.055666368,2110.909756,197.3145047,12:30,5.099235129,-4.115404892,6.994124703,-35.27766631,3.483735462,6.290457088,1.724141324,0.102000664,77.7615102,-7.082128244,5.237194141,0.448096187,,,,,,,,,,,,-2.41253774,2.037938928,3.864140108,50.00320136,5.053528518,-8.815546849,-121.8412054,-2.011812041,-3.658013388,22.04797566,-29.08644141,CWS,TB,Rate Field,Major League Baseball,AL,145,139
182,2,3,"Eisert, Brandon",685126,Left,CWS,"Palacios, Richie",680700,Left,TB,6,Top,1,0,2,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,90.17858487,1.456259877,4.591513436,2095.07463,126.6405626,10:15,5.157925258,-4.325898152,6.823887405,-19.50039432,14.09314031,-6.323279509,4.861485898,-0.655967508,82.67944342,-2.23400695,3.400466715,0.417156833,,,,,,,,,,,,4.656458544,7.311838511,4.033867285,50.00293158,5.242458039,-10.32800473,-130.9770559,2.75105688,8.143489949,25.97868425,-19.38889933,CWS,TB,Rate Field,Major League Baseball,AL,145,139
183,2,4,"Eisert, Brandon",685126,Left,CWS,"Palacios, Richie",680700,Left,TB,6,Top,1,1,2,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,83.93024489,-1.312628621,3.843081905,2126.410129,201.0312779,12:45,5.06330177,-4.276810576,6.92396716,-34.63302866,3.603866101,4.601768559,0.982336852,-0.389426042,78.78747966,-7.747727298,4.703651603,0.445054113,,,,,,,,,,,,-1.663853582,2.27893113,4.03483664,50.00604648,4.965083018,-8.334855699,-122.1306771,-3.78736714,-2.563474976,19.49013686,-28.66673713,CWS,TB,Rate Field,Major League Baseball,AL,145,139
184,2,5,"Eisert, Brandon",685126,Left,CWS,"Palacios, Richie",680700,Left,TB,6,Top,1,2,2,ChangeUp,BallCalled,Undefined,Undefined,Undefined,0,0,83.03249641,-1.26362933,5.154475897,1318.416832,118.0910068,10:00,4.94758735,-4.333648694,7.173572675,-37.37825354,2.011917485,-9.995389289,0.688461146,-0.483868613,77.39394331,-8.232780894,3.280645356,0.45171597,,,,,,,,,,,,6.678700803,1.432899186,4.038668914,50.00559578,4.856941266,-10.59690786,-120.5697945,-3.712786194,9.982732075,20.14937242,-30.03795556,CWS,TB,Rate Field,Major League Baseball,AL,145,139
185,2,6,"Eisert, Brandon",685126,Left,CWS,"Palacios, Richie",680700,Left,TB,6,Top,1,3,2,Slider,FoulBall,Undefined,Undefined,Undefined,0,0,84.51438031,-0.153532641,4.135532686,2156.808268,218.7844657,1:15,5.042185454,-4.268686914,7.039267076,-34.44752597,3.848740999,5.294266246,2.032523928,-0.064373115,77.93746222,-6.627280845,5.132845302,0.445399507,97.18676429,13.3859522,38.35686849,4003.901952,82.96250362,17.87263392,73.50897958,225.5652264,224.2513744,46.15580539,2.1,-1.787372628,2.15451098,4.016347561,50.00438485,5.017090154,-9.030850593,-122.8372835,-1.300440051,-2.737358657,23.66880807,-28.87330846,CWS,TB,Rate Field,Major League Baseball,AL,145,139
186,2,7,"Eisert, Brandon",685126,Left,CWS,"Palacios, Richie",680700,Left,TB,6,Top,1,3,2,Slider,BallCalled,Walk,Undefined,Undefined,0,0,85.52289121,-1.494335977,5.544306996,2084.34975,176.2188083,11:45,5.013428329,-3.960498885,7.510901903,-34.64123188,2.84615689,0.463051481,0.782663129,1.084248523,79.18088544,-7.955095755,5.631107676,0.44067063,,,,,,,,,,,,1.199786067,1.994575659,3.670482074,50.0034621,4.920077529,-12.05216419,-124.024068,-4.236318235,1.881486041,23.47538258,-29.04940003,CWS,TB,Rate Field,Major League Baseball,AL,145,139
187,3,1,"Vasil, Mike",678024,Right,CWS,"Feduccia, Hunter",676439,Left,TB,6,Top,1,0,0,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,81.82345023,-0.242692455,0.949931119,2117.857036,31.73347729,7:00,6.194847045,1.390382131,6.237027468,-50.96244364,-9.941061057,-10.17879283,1.724147326,1.418419185,75.25493694,-9.8524076,-0.989142052,0.460974241,,,,,,,,,,,,5.8771506,-5.39168885,-1.4562737,50.00195347,6.152962507,-1.699591443,-119.1456062,-1.886393924,8.388364259,24.42707623,-39.86732277,CWS,TB,Rate Field,Major League Baseball,AL,145,139
188,3,2,"Vasil, Mike",678024,Right,CWS,"Feduccia, Hunter",676439,Left,TB,6,Top,1,1,0,Sinker,FoulBall,Undefined,Undefined,Undefined,0,0,95.4420664,-1.122858344,-1.903289448,2266.747131,216.4035471,1:15,5.987660008,1.314854714,6.61064978,-26.92767863,3.417686568,17.30163923,2.715237028,1.01287102,86.47945782,-6.241101776,1.40169388,0.396476723,66.26420584,-45.01316097,-125.7587179,4231.430497,,,,3.194343391,3.161846519,-87.81483111,0,-10.12318328,2.237508402,-1.193668398,50.00074874,5.898897644,4.069879944,-138.8428937,-3.569300868,-19.50303116,34.88352147,-27.85932051,CWS,TB,Rate Field,Major League Baseball,AL,145,139
189,3,3,"Vasil, Mike",678024,Right,CWS,"Feduccia, Hunter",676439,Left,TB,6,Top,1,1,1,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,81.01701886,1.142990653,1.47453129,1915.200655,34.26857331,7:15,6.187730577,1.172836279,6.291928223,-50.46396822,-8.746714063,-10.61256821,3.035687552,1.647375127,74.46566081,-8.391045762,-0.542867997,0.464867697,,,,,,,,,,,,6.248056031,-5.130347086,-1.276101524,50.00280808,6.24796347,-2.75048663,-117.9564571,0.994858558,8.778351338,23.0595765,-39.3832677,CWS,TB,Rate Field,Major League Baseball,AL,145,139
190,3,4,"Vasil, Mike",678024,Right,CWS,"Feduccia, Hunter",676439,Left,TB,6,Top,1,2,1,Sinker,InPlay,Undefined,GroundBall,Single,0,1,95.66424027,-2.606142229,-2.771426658,2093.79271,216.83219,1:15,6.001136759,1.319261974,6.535900737,-24.56583296,5.399914861,15.24223316,1.562157738,0.04565794,87.70021323,-7.232166765,0.121463094,0.393988977,99.16519558,-0.465619574,6.116120181,754.4398556,,,,38.39670784,37.96306123,6.114681198,0.3,-9.141304261,3.714302446,-1.134650236,50.00261033,5.809089627,6.24726144,-139.0664441,-7.117498534,-17.88777345,31.46056298,-24.90695314,CWS,TB,Rate Field,Major League Baseball,AL,145,139
191,4,1,"Vasil, Mike",678024,Right,CWS,"Williams, Carson",700246,Right,TB,6,Top,1,0,0,Sinker,FoulBall,Undefined,Undefined,Undefined,0,0,95.41412892,-1.236531643,-2.637431082,2202.022869,211.3252642,1:00,5.967181199,1.395407796,6.627823045,-25.13783968,5.081956979,15.78499715,2.740131237,0.29438654,86.88441648,-6.000568262,0.366926679,0.395655567,78.24578284,10.6108446,165.1971947,7347.032809,,,,125.78499,33.17463681,165.5298403,1.3,-9.453376492,3.166985769,-1.224603783,50.00451261,5.871899016,5.89407779,-138.7821621,-3.792724178,-18.32286372,32.93329636,-26.03640642,CWS,TB,Rate Field,Major League Baseball,AL,145,139
192,4,2,"Vasil, Mike",678024,Right,CWS,"Williams, Carson",700246,Right,TB,6,Top,1,0,1,Undefined,StrikeSwinging,Undefined,Undefined,Undefined,0,0,81.29124744,0.301582491,-0.345524591,2234.14278,49.01897794,7:45,5.962820577,1.42372637,6.246959868,-46.66123695,-5.203778625,-16.09508205,2.352517718,-0.236163788,74.79343177,-8.498571941,-3.403890904,0.463417946,,,,,,,,,,,,8.736364901,-2.941507515,-1.390577695,50.00587246,5.963329955,1.148721942,-118.4029638,-0.636941876,12.34879371,23.56882853,-36.33671214,CWS,TB,Rate Field,Major League Baseball,AL,145,139
193,4,3,"Vasil, Mike",678024,Right,CWS,"Williams, Carson",700246,Right,TB,6,Top,1,0,2,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,82.22423134,-1.210621195,-0.635058379,2398.027282,47.10315297,7:30,5.880928558,1.363674393,6.468719342,-45.86815633,-5.126489799,-18.73733615,0.94672112,-0.780960528,75.59392243,-9.83747034,-4.202496311,0.459399911,,,,,,,,,,,,10.10834263,-2.44751139,-1.310262528,50.00196817,5.774355505,1.835951715,-119.6909405,-3.776144326,14.5167695,25.28087981,-35.68746459,CWS,TB,Rate Field,Major League Baseball,AL,145,139
194,4,4,"Vasil, Mike",678024,Right,CWS,"Williams, Carson",700246,Right,TB,6,Top,1,1,2,Fastball,FoulBall,Undefined,Undefined,Undefined,0,0,96.05737439,-1.433029116,-1.047358744,2392.609231,218.5956821,1:15,6.09647799,1.276421206,6.366193341,-16.59385405,13.00663879,5.63153488,3.394805809,0.781900094,87.85268503,-4.57400903,0.021727437,0.391580433,65.27965459,74.33911952,76.44895585,5124.71797,,,,83.40188274,81.64780271,102.5076,5.1,-3.379965033,7.536779805,-1.203612105,50.0065318,5.985417629,2.377133527,-139.8856332,-4.031047049,-6.698740509,31.60604576,-17.2432238,CWS,TB,Rate Field,Major League Baseball,AL,145,139
195,4,5,"Vasil, Mike",678024,Right,CWS,"Williams, Carson",700246,Right,TB,6,Top,1,1,2,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,81.32759222,-0.743705345,-1.374151207,2171.178465,46.47483874,7:30,5.962351113,1.242434489,6.707312104,-44.15210304,-2.899313425,-17.17566645,1.60326708,-1.445216475,75.39122574,-9.017549383,-4.623803817,0.462272621,,,,,,,,,,,,9.039929278,-1.381139282,-1.143542401,50.0050001,5.892521272,3.307549295,-118.4543624,-2.73609057,12.85662636,22.46374134,-34.14164526,CWS,TB,Rate Field,Major League Baseball,AL,145,139
196,5,1,"Vasil, Mike",678024,Right,CWS,"Simpson, Chandler",802415,Left,TB,6,Top,2,0,0,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,94.81670659,-3.437620199,-5.178508963,2153.323765,236.6653975,2:00,5.791178147,1.519619914,6.650744103,-29.91683743,0.535298285,14.11437782,0.148613443,-2.056143294,87.91101312,-8.996460755,-2.523474427,0.397173615,,,,,,,,,,,,-9.028392318,1.240600242,-1.177446209,50.00001277,5.544924557,12.00636231,-137.4149872,-9.231628861,-17.42859164,27.74903065,-29.76938478,CWS,TB,Rate Field,Major League Baseball,AL,145,139
197,5,2,"Vasil, Mike",678024,Right,CWS,"Simpson, Chandler",802415,Left,TB,6,Top,2,1,0,Sinker,FoulBall,Undefined,Undefined,Undefined,0,0,95.22043604,-2.382337014,-3.052625472,2121.657596,228.0733882,1:30,5.861709371,1.388277344,6.420369534,-30.26639531,0.446023405,17.22559077,1.14855189,0.015294373,86.09398713,-8.121667277,0.24366885,0.398867381,48.51283931,-64.72462159,-61.18208327,4217.036106,,,,0.863363875,0.795846657,-34.25439772,0,-10.49502329,1.056104524,-1.178976899,50.00519685,5.677946021,6.836086916,-138.2672177,-6.703879064,-19.96237013,35.93757262,-30.1699816,CWS,TB,Rate Field,Major League Baseball,AL,145,139
198,5,3,"Vasil, Mike",678024,Right,CWS,"Simpson, Chandler",802415,Left,TB,6,Top,2,1,1,ChangeUp,StrikeCalled,Undefined,Undefined,Undefined,0,0,86.39662452,-1.021719204,-3.142820873,1431.787614,250.1781606,2:15,5.971933507,1.339556824,6.793837015,-37.43974054,-0.994752728,10.92731056,1.919599891,-0.621019606,80.00261568,-8.048945662,-1.078326644,0.434500636,,,,,,,,,,,,-6.793950749,-0.271057885,-1.141407183,50.00416953,5.888283963,6.58693225,-125.7237141,-3.328627468,-10.95419837,23.80583197,-32.61192217,CWS,TB,Rate Field,Major League Baseball,AL,145,139
199,5,4,"Vasil, Mike",678024,Right,CWS,"Simpson, Chandler",802415,Left,TB,6,Top,2,1,2,Fastball,InPlay,Undefined,GroundBall,FieldersChoice,1,0,96.7278786,-1.640804674,-2.130714677,2242.57515,218.3155373,1:15,5.948759451,1.413356902,6.606652874,-19.17692242,10.13649862,7.996401816,2.847449264,0.127232142,88.2358582,-5.271839857,-0.611034945,0.389676992,95.08862068,-7.895334517,-0.869942886,3401.043737,,,,18.21816344,17.75020309,-1.311583242,0.1,-5.003664257,6.043324065,-1.272316616,50.0018957,5.828242254,4.979645618,-140.7458559,-4.650049639,-10.00345934,32.98494341,-20.08946271,CWS,TB,Rate Field,Major League Baseball,AL,145,139
200,1,1,"Rock, Joe",697812,Left,TB,"A., Michael",572191,Right,CWS,6,Bottom,0,0,0,ChangeUp,StrikeCalled,Undefined,Undefined,Undefined,0,0,86.50291357,0.562039851,3.767056188,2056.168061,118.1922772,10:00,5.7412104,-2.059524513,6.277094258,-34.07719562,2.870226063,-16.43161097,3.419485985,0.048177372,78.43503622,-5.918760076,0.637777243,0.437485416,,,,,,,,,,,,10.19044618,1.396912194,1.789339131,50.0029036,5.76678439,-7.806044788,-125.6786175,0.262633305,16.14078629,27.82493765,-29.95988294,CWS,TB,Rate Field,Major League Baseball,AL,145,139
201,1,2,"Rock, Joe",697812,Left,TB,"A., Michael",572191,Right,CWS,6,Bottom,0,0,1,Sinker,FoulBall,Undefined,Undefined,Undefined,0,0,92.44383803,-1.586059391,3.341978905,2247.257608,127.7165819,10:15,5.929638851,-1.997508216,6.876455829,-24.67361827,7.372093959,-16.4110572,2.428122006,-0.316318951,84.69352009,-6.241949386,0.230787051,0.407433257,,,,,,,,,,,,9.927880206,4.496785775,1.793561874,50.00047562,5.817702939,-7.343898706,-134.4121974,-4.486528161,18.17115091,29.01600698,-23.93768467,CWS,TB,Rate Field,Major League Baseball,AL,145,139
202,1,3,"Rock, Joe",697812,Left,TB,"A., Michael",572191,Right,CWS,6,Bottom,0,0,2,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,93.36461912,0.336890234,2.378147617,2224.430872,128.4617223,10:15,5.920590174,-2.162961273,6.606311985,-19.25814917,12.05115584,-10.10478552,4.624329591,-0.825653133,85.36707973,-3.313027126,0.462492833,0.402724662,,,,,,,,,,,,6.191593534,6.514651561,2.006112139,50.00256375,5.934434003,-5.3301419,-135.9241829,0.199797953,11.6034326,29.35685433,-19.96615813,CWS,TB,Rate Field,Major League Baseball,AL,145,139
203,1,4,"Rock, Joe",697812,Left,TB,"A., Michael",572191,Right,CWS,6,Bottom,0,1,2,Sinker,InPlay,Undefined,FlyBall,Out,1,0,92.54822728,-1.863430311,3.960629566,2360.684436,133.2305827,10:30,5.901633886,-2.024434703,6.960364888,-25.57966833,6.362253648,-16.75974894,2.074512883,0.18785271,85.03567165,-6.676312974,0.79025516,0.406772921,85.47278727,41.07520436,24.59054512,3477.221236,95.56126183,77.65242448,54.63695001,286.7111185,282.6348153,40.2409206,5,10.24705811,4.018697956,1.787548962,50.00642971,5.774616903,-8.793253514,-134.4764377,-5.173720332,18.83623798,28.22247341,-24.79521257,CWS,TB,Rate Field,Major League Baseball,AL,145,139
204,2,1,"Rock, Joe",697812,Left,TB,"Tauchman, Mike",643565,Left,CWS,6,Bottom,1,0,0,Sinker,Undefined,Undefined,Undefined,Undefined,0,0,93.11135484,0.269941138,1.848720449,2314.948451,132.8932806,10:30,6.058933502,-1.848278697,6.45783474,-25.8512261,6.02158525,-18.87541277,4.152609886,-1.722608708,84.17707042,-4.657284272,-1.756771286,0.406332628,,,,,,,,,,,,10.97189984,3.224890938,1.726626374,50.00057096,6.065931983,-3.793646155,-135.4806149,-0.154828276,20.12617948,33.21533614,-26.25373023,CWS,TB,Rate Field,Major League Baseball,AL,145,139
205,3,1,"Rock, Joe",697812,Left,TB,"Teel, Kyle",691019,Left,CWS,6,Bottom,1,0,0,Sinker,StrikeCalled,Undefined,Undefined,Undefined,0,0,92.99000023,-2.111643804,4.784406006,2282.733617,131.1328063,10:15,5.876344277,-1.930218946,7.033142394,-25.19506619,6.863533491,-21.21150972,1.857875106,0.659113295,84.41831676,-6.874093272,0.751711689,0.407515175,,,,,,,,,,,,13.10743315,4.459666727,1.650158106,50.00555061,5.736853849,-10.63660994,-134.8504448,-5.759334623,23.93778159,31.66721882,-24.03250067,CWS,TB,Rate Field,Major League Baseball,AL,145,139
206,3,2,"Rock, Joe",697812,Left,TB,"Teel, Kyle",691019,Left,CWS,6,Bottom,1,0,1,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,83.87733027,-0.604737424,3.328391816,2562.014662,305.8775938,4:15,5.755114886,-2.220338361,6.799490553,-44.15328771,-4.954749168,3.003160415,1.524026092,1.070693005,76.90720793,-8.926294101,3.898706266,0.450615835,,,,,,,,,,,,-0.646609394,-2.535364809,2.003905599,50.00285739,5.695609591,-7.17454715,-121.933683,-2.512861145,-0.964274625,25.81458099,-35.95880442,CWS,TB,Rate Field,Major League Baseball,AL,145,139
207,3,3,"Rock, Joe",697812,Left,TB,"Teel, Kyle",691019,Left,CWS,6,Bottom,1,1,1,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,83.97911249,-0.775502505,3.0552509,2594.79029,305.0892855,4:15,5.794797794,-2.154044514,7.152861687,-43.37564256,-4.283436197,3.181882515,1.477957979,0.882924714,76.98904521,-8.951297197,3.65983358,0.450004237,,,,,,,,,,,,-0.825576315,-2.113010664,1.97413545,50.00332659,5.729935585,-6.60584152,-122.1082915,-2.858906991,-1.235183693,25.92962868,-35.33803147,CWS,TB,Rate Field,Major League Baseball,AL,145,139
208,3,4,"Rock, Joe",697812,Left,TB,"Teel, Kyle",691019,Left,CWS,6,Bottom,1,2,1,Sinker,FoulBall,Undefined,Undefined,Undefined,0,0,93.28814213,-0.940127426,3.26145408,2284.247764,130.2900179,10:15,5.958978853,-2.140400741,6.983665518,-24.43892749,7.368245798,-20.64994195,3.067721284,-0.892112339,84.39049929,-5.587909635,-0.679076981,0.405914017,,,,,,,,,,,,12.3818338,4.358703145,1.949708196,50.00488942,5.89013942,-7.091181964,-135.5787865,-2.979072977,22.77099386,33.02837541,-24.16069359,CWS,TB,Rate Field,Major League Baseball,AL,145,139
209,3,5,"Rock, Joe",697812,Left,TB,"Teel, Kyle",691019,Left,CWS,6,Bottom,1,2,2,Slider,FoulBall,Undefined,Undefined,Undefined,0,0,84.06756881,-0.286232215,2.413215632,2345.161322,303.3167424,4:00,5.705645229,-2.191326776,6.88456655,-41.00233442,-1.979013123,5.565109224,2.028309877,0.472263194,76.78963585,-8.041380168,3.472314112,0.449607582,71.06712478,54.79296907,-138.1167718,7135.179801,-89.437538,73.28658391,-64.66102622,181.1809942,176.6983043,-144.8023079,4.1,-2.318064916,-0.997889429,2.036522224,50.00284323,5.668742267,-5.308602741,-122.2986002,-1.749785249,-3.475485305,26.41309692,-33.67136295,CWS,TB,Rate Field,Major League Baseball,AL,145,139
210,3,6,"Rock, Joe",697812,Left,TB,"Teel, Kyle",691019,Left,CWS,6,Bottom,1,2,2,Fastball,FoulBall,Undefined,Undefined,Undefined,0,0,92.75344337,-1.176914827,3.300185527,2218.44903,132.3163287,10:30,5.942328325,-1.781183191,6.99991764,-17.78915909,14.17580209,-13.66817815,3.390064422,0.083377817,84.3565501,-4.550142589,0.70299899,0.406919594,73.80711068,58.42396026,-129.65955,6791.288768,-85.12911485,91.37290175,-70.32122527,190.4357221,164.0698912,-141.1683585,4.6,8.467056016,8.141247885,1.585941923,50.00580228,5.862298965,-7.35558266,-134.8486438,-3.321154596,15.52267392,30.621265,-17.25388632,CWS,TB,Rate Field,Major League Baseball,AL,145,139
